day_type,hour,wm_start_time_step,wm_end_time_step,load_profile
6,15,5697,5706,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,16,5697,5706,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,17,5697,5706,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,18,5697,5706,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,19,5697,5706,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,11,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,12,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,13,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,14,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,15,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,16,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,17,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,18,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,19,5721,5730,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,-1,-1,[]
1,8,-1,-1,[]
1,9,-1,-1,[]
1,10,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,11,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,12,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,13,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,14,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,15,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,16,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,17,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,18,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,19,5745,5754,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,-1,-1,[]
2,8,-1,-1,[]
2,9,-1,-1,[]
2,10,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,11,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,12,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,13,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,14,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,15,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,16,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,17,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,18,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,19,5769,5778,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,-1,-1,[]
3,8,-1,-1,[]
3,9,-1,-1,[]
3,10,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,11,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,12,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,13,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,14,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,15,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,16,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,17,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,18,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,19,5793,5802,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,-1,-1,[]
4,8,-1,-1,[]
4,9,-1,-1,[]
4,10,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,11,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,12,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,13,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,14,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,15,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,16,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,17,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,18,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,19,5817,5826,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,-1,-1,[]
5,8,-1,-1,[]
5,9,-1,-1,[]
5,10,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,11,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,12,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,13,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,14,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,15,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,16,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,17,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,18,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,19,5841,5850,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,11,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,12,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,13,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,14,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,15,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,16,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,17,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,18,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,19,5865,5874,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,11,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,12,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,13,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,14,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,15,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,16,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,17,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,18,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,19,5889,5898,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,-1,-1,[]
1,8,-1,-1,[]
1,9,-1,-1,[]
1,10,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,11,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,12,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,13,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,14,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,15,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,16,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,17,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,18,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,19,5913,5922,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,-1,-1,[]
2,8,-1,-1,[]
2,9,-1,-1,[]
2,10,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,11,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,12,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,13,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,14,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,15,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,16,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,17,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,18,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,19,5937,5946,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,-1,-1,[]
3,8,-1,-1,[]
3,9,-1,-1,[]
3,10,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,11,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,12,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,13,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,14,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,15,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,16,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,17,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,18,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,19,5961,5970,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,-1,-1,[]
4,8,-1,-1,[]
4,9,-1,-1,[]
4,10,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,11,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,12,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,13,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,14,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,15,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,16,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,17,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,18,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,19,5985,5994,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,-1,-1,[]
5,8,-1,-1,[]
5,9,-1,-1,[]
5,10,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,11,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,12,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,13,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,14,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,15,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,16,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,17,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,18,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,19,6009,6018,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,11,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,12,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,13,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,14,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,15,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,16,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,17,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,18,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,19,6033,6042,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,11,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,12,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,13,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,14,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,15,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,16,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,17,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,18,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,19,6057,6066,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,-1,-1,[]
1,8,-1,-1,[]
1,9,-1,-1,[]
1,10,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,11,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,12,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,13,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,14,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,15,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,16,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,17,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,18,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,19,6081,6090,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,-1,-1,[]
2,8,-1,-1,[]
2,9,-1,-1,[]
2,10,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,11,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,12,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,13,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,14,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,15,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,16,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,17,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,18,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,19,6105,6114,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,-1,-1,[]
3,8,-1,-1,[]
3,9,-1,-1,[]
3,10,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,11,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,12,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,13,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,14,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,15,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,16,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,17,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,18,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,19,6129,6138,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,-1,-1,[]
4,8,-1,-1,[]
4,9,-1,-1,[]
4,10,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,11,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,12,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,13,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,14,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,15,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,16,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,17,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,18,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,19,6153,6162,"[44.000000, 52.800000, 44.000000, 35.200000]"
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,-1,-1,[]
5,8,-1,-1,[]
5,9,-1,-1,[]
5,10,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,11,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,12,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,13,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,14,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,15,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,16,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,17,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,18,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,19,6177,6186,"[44.000000, 52.800000, 44.000000, 35.200000]"
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,11,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,12,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,13,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,14,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,15,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,16,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,17,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,18,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,19,6201,6210,"[44.000000, 52.800000, 44.000000, 35.200000]"
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,11,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,12,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,13,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,14,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,15,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,16,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,17,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,18,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,19,6225,6234,"[44.000000, 52.800000, 44.000000, 35.200000]"
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,-1,-1,[]
1,8,-1,-1,[]
1,9,-1,-1,[]
1,10,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,11,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,12,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,13,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,14,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,15,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,16,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,17,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,18,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,19,6249,6258,"[44.000000, 52.800000, 44.000000, 35.200000]"
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,-1,-1,[]
2,8,-1,-1,[]
2,9,-1,-1,[]
2,10,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,11,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,12,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,13,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,14,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,15,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,16,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,17,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,18,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,19,6273,6282,"[44.000000, 52.800000, 44.000000, 35.200000]"
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,-1,-1,[]
3,8,-1,-1,[]
3,9,-1,-1,[]
3,10,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,11,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,12,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,13,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,14,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,15,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,16,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,17,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
3,18,6297,6306,"[44.000000, 52.800000, 44.000000, 35.200000]"
