day_type,hour,wm_start_time_step,wm_end_time_step,load_profile
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,8,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,9,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,10,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,11,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,12,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,13,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,14,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,15,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,16,8286,8295,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,8,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,9,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,10,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,11,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,12,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,13,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,14,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,15,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,16,8310,8319,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,8,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,9,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,10,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,11,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,12,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,13,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,14,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,15,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,16,8334,8343,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,8,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,9,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,10,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,11,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,12,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,13,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,14,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,15,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,16,8358,8367,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,8,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,9,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,10,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,11,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,12,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,13,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,14,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,15,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,16,8430,8439,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,8,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,9,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,10,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,11,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,12,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,13,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,14,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,15,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,16,8454,8463,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,8,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,9,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,10,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,11,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,12,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,13,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,14,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,15,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,16,8478,8487,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,8,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,9,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,10,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,11,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,12,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,13,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,14,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,15,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,16,8502,8511,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,8,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,9,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,10,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,11,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,12,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,13,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,14,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,15,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,16,8526,8535,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,8,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,9,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,10,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,11,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,12,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,13,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,14,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,15,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,16,8598,8607,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,8,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,9,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,10,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,11,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,12,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,13,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,14,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,15,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,16,8622,8631,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,8,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,9,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,10,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,11,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,12,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,13,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,14,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,15,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,16,8646,8655,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,8,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,9,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,10,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,11,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,12,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,13,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,14,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,15,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,16,8670,8679,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,8,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,9,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,10,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,11,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,12,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,13,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,14,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,15,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,16,8694,8703,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,8,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,9,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,10,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,11,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,12,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,13,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,14,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,15,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,16,8766,8775,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,8,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,9,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,10,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,11,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,12,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,13,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,14,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,15,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,16,8790,8799,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,8,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,9,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,10,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,11,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,12,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,13,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,14,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,15,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,16,8814,8823,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,8,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,9,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,10,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,11,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,12,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,13,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,14,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,15,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,16,8838,8847,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,8,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,9,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,10,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,11,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,12,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,13,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,14,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,15,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,16,8862,8871,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,8,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,9,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,10,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,11,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,12,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,13,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,14,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,15,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,16,8934,8943,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,8,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,9,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,10,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,11,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,12,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,13,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,14,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,15,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,16,8958,8967,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,8,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,9,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,10,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,11,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,12,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,13,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,14,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,15,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,16,8982,8991,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,8,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,9,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,10,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,11,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,12,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,13,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,14,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,15,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,16,9006,9015,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,9030,9039,"[6.660000, 5.180000, 2.960000]"
